Silkbase_id,NCBI_id,TF,KEGG_id,Silkbase_description,GO_description,KEGG_description
KWMTBOMO06569,LOC101739368,_,101746122,PREDICTED:_SRSF_protein_kinase_2_[Papilio_machaon],GO:0004672|protein kinase activity|molecular function;GO:0005524|ATP binding|molecular function;GO:0006468|protein phosphorylation|biological process;GO:0055085|transmembrane transport|biological process,SRSF protein kinase 3sK15409 SRPK1; serine/threonine-protein kinase SRPK1 [EC:2.7.11.1]
KWMTBOMO06570,LOC101745881,_,101745881,PREDICTED:_glycogen-binding_subunit_76A_isoform_X3_[Bombyx_mori],GO:0005515|protein binding|molecular function,glycogen-binding subunit 76A isoform X1sK07189 PPP1R3; protein phosphatase 1 regulatory subunit 3A/B/C/D/E
KWMTBOMO06571,LOC101745735,_,101745735,PREDICTED:_heparan_sulfate_2-O-sulfotransferase_pipe_isoform_X2_[Bombyx_mori],GO:0008146|sulfotransferase activity|molecular function;GO:0016021|integral component of membrane|cellular component,NA
KWMTBOMO06572,LOC101745582,_,NA,PREDICTED:_uncharacterized_protein_LOC106135062_[Amyelois_transitella],-,NA
KWMTBOMO06573,LOC101745399,_,101745399,PREDICTED:_verprolin_isoform_X2_[Bombyx_mori],-,verprolin isoform X1sK22525 MKL; MKL/myocardin-like protein
KWMTBOMO06574,LOC101745152,_,101745152,PREDICTED:_ethanolamine-phosphate_cytidylyltransferase_isoform_X3_[Papilio_xuthus],GO:0003824|catalytic activity|molecular function;GO:0009058|biosynthetic process|biological process,ethanolamine-phosphate cytidylyltransferasesK00967 PCYT2; ethanolamine-phosphate cytidylyltransferase [EC:2.7.7.14]
KWMTBOMO06575,Dmc1,_,693117,Dmc1_homolog_[Bombyx_mori],GO:0003677|DNA binding|molecular function;GO:0005524|ATP binding|molecular function;GO:0006259|DNA metabolic process|biological process;GO:0006281|DNA repair|biological process;GO:0008094|DNA-dependent ATPase activity|molecular function,Dmc1; Dmc1 homologsK10872 DMC1; meiotic recombination protein DMC1
KWMTBOMO06576,NA,_,693117,Dmc1_homolog_[Bombyx_mori],GO:0000166|nucleotide binding|molecular function;GO:0003677|DNA binding|molecular function;GO:0005524|ATP binding|molecular function;GO:0006281|DNA repair|biological process;GO:0008094|DNA-dependent ATPase activity|molecular function,Dmc1; Dmc1 homologsK10872 DMC1; meiotic recombination protein DMC1
KWMTBOMO06577,LOC101739232,_,101739232,PREDICTED:_zinc_finger_CCCH_domain-containing_protein_18_isoform_X3_[Bombyx_mori],GO:0046872|metal ion binding|molecular function,zinc finger CCCH domain-containing protein 18 isoform X1sK13092 ZC3H18; nuclear protein NHN1
KWMTBOMO06578,LOC101745003,_,101745003,PREDICTED:_uncharacterized_protein_C05D11.9_[Amyelois_transitella],GO:0000172|ribonuclease MRP complex|cellular component;GO:0001682|tRNA 5'-leader removal|biological process;GO:0005655|nucleolar ribonuclease P complex|cellular component,ribonucleases P/MRP protein subunit POP1sK01164 POP1; ribonuclease P/MRP protein subunit POP1 [EC:3.1.26.5]
KWMTBOMO06579,NA,_,105842661,endonuclease_and_reverse_transcriptase-like_protein_[Bombyx_mori],-,NA
KWMTBOMO06580,LOC101744766,_,101744766,PREDICTED:_zinc_transporter_ZIP11_[Papilio_xuthus],GO:0016020|membrane|cellular component;GO:0030001|metal ion transport|biological process;GO:0046873|metal ion transmembrane transporter activity|molecular function;GO:0055085|transmembrane transport|biological process,"zinc transporter ZIP11sK14717 SLC39A11; solute carrier family 39 (zinc transporter), member 11"
KWMTBOMO06581,LOC105842372,_,105842372,PREDICTED:_uncharacterized_protein_LOC105842372_[Bombyx_mori],-,NA
KWMTBOMO06582,LOC101744383,_,101744383,Aprataxin_[Operophtera_brumata],GO:0003824|catalytic activity|molecular function,aprataxin-like proteinsK10863 APTX; aprataxin [EC:3.6.1.70 3.6.1.71 3.6.1.72]
KWMTBOMO06583,LOC101744527,_,101744527,PREDICTED:_lariat_debranching_enzyme_[Amyelois_transitella],"GO:0006397|mRNA processing|biological process;GO:0016787|hydrolase activity|molecular function;GO:0016788|hydrolase activity, acting on ester bonds|molecular function",lariat debranching enzymesK18328 DBR1; lariat debranching enzyme [EC:3.1.-.-]
KWMTBOMO06584,LOC100862769,HMG,100862769,SoxE_[Bombyx_mori],-,NA
KWMTBOMO06585,LOC101739089,_,101739089,PREDICTED:_N-alpha-acetyltransferase_60_[Bombyx_mori],GO:0008080|N-acetyltransferase activity|molecular function,N-alpha-acetyltransferase 60sK21121 NAA60; N-alpha-acetyltransferase 60 [EC:2.3.1.259]
KWMTBOMO06586,LOC101738948,_,101738948,PREDICTED:_potassium_voltage-gated_channel_protein_Shab_isoform_X3_[Bombyx_mori],GO:0005216|ion channel activity|molecular function;GO:0005249|voltage-gated potassium channel activity|molecular function;GO:0005515|protein binding|molecular function;GO:0006811|ion transport|biological process;GO:0006813|potassium ion transport|biological process;GO:0008076|voltage-gated potassium channel complex|cellular component;GO:0016020|membrane|cellular component;GO:0051260|protein homooligomerization|biological process;GO:0055085|transmembrane transport|biological process,potassium voltage-gated channel protein Shab isoform X1sK04885 KCNB1; potassium voltage-gated channel Shab-related subfamily B member 1
KWMTBOMO06587,NA,_,101740752,AF461149_1_transposase_[Bombyx_mori],GO:0003677|DNA binding|molecular function,NA
KWMTBOMO06588,LOC101738676,_,101738676,PREDICTED:_probable_helicase_senataxin_[Bombyx_mori],GO:0005515|protein binding|molecular function,NA
KWMTBOMO06589,LOC101743899,_,101743899,hypothetical_protein_KGM_06054_[Danaus_plexippus],GO:0006511|ubiquitin-dependent protein catabolic process|biological process;GO:0016579|protein deubiquitination|biological process;GO:0036459|thiol-dependent ubiquitinyl hydrolase activity|molecular function,ubiquitin carboxyl-terminal hydrolase 36sK11855 USP36_42; ubiquitin carboxyl-terminal hydrolase 36/42 [EC:3.4.19.12]
KWMTBOMO06590,LOC101743518,_,101743518,PREDICTED:_protein_disulfide-isomerase_TMX3_[Amyelois_transitella],GO:0045454|cell redox homeostasis|biological process,protein disulfide-isomerase TMX3sK09585 TXNDC10; thioredoxin domain-containing protein 10 [EC:5.3.4.1]
KWMTBOMO06591,LOC101743750,_,101743750,putative_ATP-dependent_RNA_helicase_DDX20_[Papilio_xuthus],GO:0003676|nucleic acid binding|molecular function;GO:0005524|ATP binding|molecular function,NA
KWMTBOMO06592,LOC101738546,_,101738546,PREDICTED:_SNF-related_serine/threonine-protein_kinase_[Bombyx_mori],GO:0004672|protein kinase activity|molecular function;GO:0005524|ATP binding|molecular function;GO:0006468|protein phosphorylation|biological process,SNF-related serine/threonine-protein kinasesK08802 SNRK; SNF related kinase [EC:2.7.11.1]
KWMTBOMO06593,LOC101743376,_,101743376,hypothetical_protein_KGM_06034_[Danaus_plexippus],-,ubiquitin-conjugating enzyme E2 variant 2sK10704 UBE2V; ubiquitin-conjugating enzyme E2 variant
KWMTBOMO06594,LOC105841929,_,105841929,PREDICTED:_uncharacterized_protein_LOC101745617_[Bombyx_mori],-,NA
KWMTBOMO06595,LOC101743240,_,101743240,puromycin-sensitive_aminopeptidase-like_[Bombyx_mori],GO:0008237|metallopeptidase activity|molecular function;GO:0008270|zinc ion binding|molecular function,puromycin-sensitive aminopeptidase-likesK08776 NPEPPS; puromycin-sensitive aminopeptidase [EC:3.4.11.14]
KWMTBOMO06596,LOC101743091,_,101743091,F-box/LRR-repeat_protein_16_[Papilio_xuthus],GO:0005515|protein binding|molecular function,F-box/LRR-repeat protein 16sK10282 FBXL16; F-box and leucine-rich repeat protein 16
KWMTBOMO06597,LOC101738144,_,101746756,Nuclear_pore_complex_protein_Nup160-like_[Papilio_xuthus],-,NA
KWMTBOMO06598,NA,_,101738144,hypothetical_protein_KGM_06038_[Danaus_plexippus],-,NA
KWMTBOMO06599,NA,_,105841788,reverse_transcriptase_[Bombyx_mori],-,NA
KWMTBOMO06600,LOC101737458,_,101737458,PREDICTED:_peroxisomal_membrane_protein_PMP34_isoform_X1_[Amyelois_transitella],-,"peroxisomal membrane protein PMP34sK13354 SLC25A17; solute carrier family 25 (peroxisomal adenine nucleotide transporter), member 17"
KWMTBOMO06601,LOC101737168,_,101737168,PREDICTED:_LOW_QUALITY_PROTEIN:_WASH_complex_subunit_strumpellin_[Bombyx_mori],GO:0071203|WASH complex|cellular component,WASH complex subunit 5 isoform X1sK18464 RTSC; WASH complex subunit strumpellin
KWMTBOMO06602,LOC101742659,_,101742659,Leukocyte_receptor_cluster_member_1_[Operophtera_brumata],-,NA
KWMTBOMO06603,LOC101742806,_,101742952,PREDICTED:_uncharacterized_protein_LOC101742952_[Bombyx_mori],GO:0003824|catalytic activity|molecular function,uncharacterized protein LOC101742952sK00653 CDY; chromodomain protein Y [EC:2.3.1.48]
KWMTBOMO06604,LOC101736904,_,101736904,PREDICTED:_LOW_QUALITY_PROTEIN:_DNA_excision_repair_protein_haywire_[Bombyx_mori],GO:0003677|DNA binding|molecular function;GO:0003678|DNA helicase activity|molecular function;GO:0005524|ATP binding|molecular function;GO:0006289|nucleotide-excision repair|biological process;GO:0006367|transcription initiation from RNA polymerase II promoter|biological process;GO:0016787|hydrolase activity|molecular function,general transcription and DNA repair factor IIH helicase subunit XPBsK10843 ERCC3; DNA excision repair protein ERCC-3 [EC:5.6.2.4]
KWMTBOMO06605,LOC101736776,_,101736776,PREDICTED:_wiskott-Aldrich_syndrome_protein_family_member_2_[Bombyx_mori],-,NA
KWMTBOMO06606,LOC101736633,_,101736633,PREDICTED:_uncharacterized_protein_LOC101736633_[Bombyx_mori],-,NA
KWMTBOMO06607,LOC105842387,_,105842387,PREDICTED:_uncharacterized_protein_LOC105842387_isoform_X1_[Bombyx_mori],-,NA
KWMTBOMO06608,LOC101742232,_,101742367,PREDICTED:_cirhin_[Amyelois_transitella],GO:0005515|protein binding|molecular function,U3 small nucleolar RNA-associated protein 4 homologsK14548 UTP4; U3 small nucleolar RNA-associated protein 4
KWMTBOMO06609,NA,_,101741980,hypothetical_protein_KGM_02735_[Danaus_plexippus],"GO:0034597|phosphatidylinositol-4,5-bisphosphate 4-phosphatase activity|molecular function;GO:0046856|phosphatidylinositol dephosphorylation|biological process","LOW QUALITY PROTEIN: uncharacterized protein LOC101741980sK13084 TMEM55; phosphatidylinositol-4,5-bisphosphate 4-phosphatase [EC:3.1.3.78]"
KWMTBOMO06610,LOC101741980,_,101741980,"PREDICTED:_type_I_phosphatidylinositol_4,5-bisphosphate_4-phosphatase-A_[Papilio_machaon]","GO:0034597|phosphatidylinositol-4,5-bisphosphate 4-phosphatase activity|molecular function;GO:0046856|phosphatidylinositol dephosphorylation|biological process","LOW QUALITY PROTEIN: uncharacterized protein LOC101741980sK13084 TMEM55; phosphatidylinositol-4,5-bisphosphate 4-phosphatase [EC:3.1.3.78]"
KWMTBOMO06611,LOC101741645,_,101741645,PREDICTED:_TPPP_family_protein_CG45057-like_[Amyelois_transitella],-,tubulin polymerization-promoting protein homologsK25867 TPPP; tubulin polymerization-promoting protein [EC:3.6.5.-]
KWMTBOMO06612,LOC101741504,_,101741504,PREDICTED:_phosphoglycolate_phosphatase-like_[Plutella_xylostella],GO:0016791|phosphatase activity|molecular function,glycerol-3-phosphate phosphatasesK19269 PGP; phosphoglycolate phosphatase [EC:3.1.3.18 3.1.3.48]
KWMTBOMO06613,LOC101741227,_,101741227,"PREDICTED:_enoyl-CoA_delta_isomerase_2,_mitochondrial_[Plutella_xylostella]",GO:0003824|catalytic activity|molecular function,enoyl-CoA delta isomerase 2sK13239 ECI2; Delta3-Delta2-enoyl-CoA isomerase [EC:5.3.3.8]
KWMTBOMO06614,LOC101741364,_,101741364,Sodium/potassium-transporting_ATPase_subunit_alpha_[Papilio_xuthus],GO:0000166|nucleotide binding|molecular function,sodium/potassium-transporting ATPase subunit alphasK01539 ATP1A; sodium/potassium-transporting ATPase subunit alpha [EC:7.2.2.13]
KWMTBOMO06615,LOC101741084,_,101741084,PREDICTED:_uncharacterized_protein_LOC101741084_isoform_X2_[Bombyx_mori],GO:0005102|signaling receptor binding|molecular function,NA
KWMTBOMO06616,LOC101736374,_,101736374,PREDICTED:_dipeptidase_1-like_[Papilio_polytes],GO:0006508|proteolysis|biological process;GO:0016805|dipeptidase activity|molecular function,dipeptidase 1sK01273 DPEP; membrane dipeptidase [EC:3.4.13.19]
KWMTBOMO06617,LOC105842370,_,105842370,PREDICTED:_uncharacterized_protein_LOC105842370_[Bombyx_mori],-,NA
KWMTBOMO06618,LOC101740745,_,101740745,PREDICTED:_uncharacterized_protein_C16orf52_homolog_A_[Amyelois_transitella],-,NA
KWMTBOMO06619,LOC101740607,_,101740607,PREDICTED:_leukocyte_receptor_cluster_member_8_homolog_[Amyelois_transitella],-,leukocyte receptor cluster member 8sK23802 LENG8; SAC3 family protein LENG8/THP3
KWMTBOMO06620,LOC101736109,_,101736109,PREDICTED:_vacuolar_protein_sorting-associated_protein_8_homolog_[Bombyx_mori],GO:0005515|protein binding|molecular function,vacuolar protein sorting-associated protein 8 homologsK20178 VPS8; vacuolar protein sorting-associated protein 8
KWMTBOMO06621,LOC101740470,_,101740470,PREDICTED:_chromobox_protein_homolog_5-like_[Amyelois_transitella],-,chromobox protein homolog 5-likesK11587 CBX5; chromobox protein 5
KWMTBOMO06622,GDAP1,_,100529083,ganglioside-induced_differentiation-associated-protein_[Bombyx_mori],GO:0005515|protein binding|molecular function,GDAP1; ganglioside-induced differentiation-associated-proteinsK22077 GDAP1; ganglioside-induced differentiation-associated protein 1
KWMTBOMO06623,LOC101740205,_,101740205,PREDICTED:_YTH_domain-containing_protein_1_[Amyelois_transitella],GO:0003723|RNA binding|molecular function,YTH domain-containing protein 1sK20100 YTHDC1; YTH domain-containing protein 1
KWMTBOMO06624,LOC101735975,_,101735975,"PREDICTED:_glutamate_receptor_ionotropic,_NMDA_2B-like_[Bombyx_mori]",GO:0004970|ionotropic glutamate receptor activity|molecular function;GO:0015276|ligand-gated ion channel activity|molecular function;GO:0016020|membrane|cellular component,"glutamate receptor ionotropicsK05210 GRIN2B; glutamate receptor ionotropic, NMDA 2B"
KWMTBOMO06625,LOC101735844,_,101735844,PREDICTED:_tether_containing_UBX_domain_for_GLUT4_[Bombyx_mori],-,NA
KWMTBOMO06626,LOC101740070,_,101740070,PREDICTED:_U6_snRNA_phosphodiesterase_[Plutella_xylostella],GO:0004518|nuclease activity|molecular function;GO:0034477|U6 snRNA 3'-end processing|biological process,U6 snRNA phosphodiesterase isoform X1sK23093 USB1; U6 snRNA phosphodiesterase [EC:3.1.4.-]
KWMTBOMO06627,LOC105842382,_,105842382,PREDICTED:_protein_SGT1_homolog_ecdysoneless_[Bombyx_mori],-,NA
KWMTBOMO06628,LOC101739283,_,101739283,Dehydrogenase/reductase_SDR_family_member_4_[Papilio_machaon],-,dehydrogenase/reductase SDR family member 4sK11147 DHRS4; dehydrogenase/reductase SDR family member 4 [EC:1.1.-.-]
KWMTBOMO06629,LOC101739145,_,101739145,PREDICTED:_xylosyltransferase_oxt_[Amyelois_transitella],GO:0006024|glycosaminoglycan biosynthetic process|biological process;GO:0008375|acetylglucosaminyltransferase activity|molecular function;GO:0016020|membrane|cellular component;GO:0030158|protein xylosyltransferase activity|molecular function,xylosyltransferase oxt isoform X1sK00771 XYLT; protein xylosyltransferase [EC:2.4.2.26]
KWMTBOMO06630,LOC101735569,_,101735569,PREDICTED:_ATP-dependent_DNA_helicase_Q4_[Bombyx_mori],GO:0003676|nucleic acid binding|molecular function;GO:0004386|helicase activity|molecular function;GO:0005524|ATP binding|molecular function;GO:0006310|DNA recombination|biological process;GO:0008270|zinc ion binding|molecular function,ATP-dependent DNA helicase Q4sK10730 RECQL4; ATP-dependent DNA helicase Q4 [EC:5.6.2.4]
KWMTBOMO06631,LOC100101201,_,100101201,cAMP-dependent_protein_kinase_R1_[Bombyx_mori],GO:0001932|regulation of protein phosphorylation|biological process;GO:0005952|cAMP-dependent protein kinase complex|cellular component;GO:0008603|cAMP-dependent protein kinase regulator activity|molecular function,NA
KWMTBOMO06632,LOC101747226,_,101747226,megator_[Danaus_plexippus],GO:0006606|protein import into nucleus|biological process,nucleoprotein TPR isoform X1sK09291 TPR; nucleoprotein TPR
KWMTBOMO06633,Atg8,_,692938,autophagy_related_protein_Atg8_[Bombyx_mori],-,Atg8; autophagy related protein Atg8sK08341 GABARAP; GABA(A) receptor-associated protein
KWMTBOMO06634,LOC101738996,_,101738996,PREDICTED:_U3_small_nucleolar_RNA-associated_protein_14-like_[Papilio_xuthus],-,NA
KWMTBOMO06635,LOC101738763,_,101738763,PREDICTED:_E3_ubiquitin-protein_ligase_RNF146-B_isoform_X2_[Amyelois_transitella],GO:0008270|zinc ion binding|molecular function;GO:0016055|Wnt signaling pathway|biological process;GO:0061630|ubiquitin protein ligase activity|molecular function;GO:0072572|poly-ADP-D-ribose binding|molecular function,E3 ubiquitin-protein ligase rnf146sK15700 RNF146; E3 ubiquitin-protein ligase RNF146 [EC:2.3.2.27]
KWMTBOMO06636,LOC101738412,_,101738412,PREDICTED:_ribonuclease_UK114-like_[Amyelois_transitella],-,2-iminobutanoate/2-iminopropanoate deaminasesK09022 ridA; 2-iminobutanoate/2-iminopropanoate deaminase [EC:3.5.99.10]
KWMTBOMO06637,LOC101738275,_,101738275,PREDICTED:_uncharacterized_protein_LOC106135000_isoform_X1_[Amyelois_transitella],-,NA
KWMTBOMO06638,LOC101738143,_,101738143,putative_RNA_exonuclease_NEF-sp_[Operophtera_brumata],GO:0003676|nucleic acid binding|molecular function,RNA exonuclease 5sK14570 REX1; RNA exonuclease [EC:3.1.-.-]
KWMTBOMO06639,LOC692950,_,692950,lysophospholipase_[Bombyx_mori],GO:0016787|hydrolase activity|molecular function,lysophospholipasesK06130 LYPLA2; lysophospholipase II [EC:3.1.1.5]
KWMTBOMO06640,LOC101741301,_,101741301,PREDICTED:_uncharacterized_protein_LOC105386439_[Plutella_xylostella],-,NA
KWMTBOMO06641,LOC101737923,_,101737923,PREDICTED:_UBA-like_domain-containing_protein_1_[Amyelois_transitella],GO:0005515|protein binding|molecular function,NA
KWMTBOMO06642,LOC101737790,_,101737790,PREDICTED:_sodium/hydrogen_exchanger_8_[Papilio_xuthus],GO:0006812|cation transport|biological process;GO:0006814|sodium ion transport|biological process;GO:0006885|regulation of pH|biological process;GO:0015299|solute:proton antiporter activity|molecular function;GO:0015385|sodium:proton antiporter activity|molecular function;GO:0016021|integral component of membrane|cellular component;GO:0055085|transmembrane transport|biological process,"sodium/hydrogen exchanger 8sK14724 SLC9A8; solute carrier family 9 (sodium/hydrogen exchanger), member 8"
KWMTBOMO06643,LOC101737652,_,101737652,PREDICTED:_probable_prefoldin_subunit_4_[Plutella_xylostella],GO:0006457|protein folding|biological process;GO:0016272|prefoldin complex|cellular component;GO:0051082|unfolded protein binding|molecular function,probable prefoldin subunit 4sK09550 PFDN4; prefoldin subunit 4
